id	text	HS	TR	AG
3089	np00000 np00000 np00000 aq0000 vmip000 nc0s000 np00000 w vmm0000 vmm0000 da0000 np00000 np00000 np00000 np00000 vmsp000 vmip000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 aq0000 np00000 pd000000 np00000	0	0	0
3090	i vmm0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmm0000 np00000 vmis000 sp000 sp000 nc0s000 aq0000 np00000 np00000 aq0000 rg aq0000 vmn0000 sp000 nc0s000 nc0p000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 nc00000 aq0000	0	0	0
3091	vmm0000 nc0s000 np00000 vmn0000 np00000 sp000 nc0s000 np00000 nc0s000 np00000 nc0p000 nc0s000 cc da0000 nc0s000 np00000 np00000 np00000 va00000 np00000 aq0000 pr000000 rg vmn0000 aq0000	1	0	1
3092	np00000 fh aq0000 nc0p000 np00000 z0 nc0s000 np00000 vmis000 np00000 np00000	0	0	0
3093	np00000 np00000 np00000 np00000 np00000 np00000 z0 np00000 np00000 np00000 np00000 aq0000 np00000	0	0	0
3094	vmip000 np00000 nc0s000 nc0p000 aq0000 cc sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 aq0000 vmsp000 nc0s000 aq0000 vmsp000 np00000 np00000 np00000 np00000 sp000 np00000	1	0	1
3095	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 fg np00000 np00000 np00000 vmis000 aq0000 nc0s000 fg aq0000 np00000 np00000 fg	0	0	0
3096	np00000 nc0p000 np00000 np00000 np00000 np00000 vmsp000 np00000 np00000 fh aq0000 fh vmip000 nc0s000 vmn0000 aq0000 vmsp000 np00000 np00000 aq0000 np00000 np00000	0	0	0
3097	np00000 np00000 np00000 nc0s000 cc nc0s000 np00000 cc vmn0000 nc0p000 vmn0000 vmsp000 nc0s000 np00000 vmn0000 fi	0	0	0
3098	np00000 nc0p000 np00000 np00000 np00000 np00000 np00000 nc0s000 cc nc0s000 np00000 np00000 np00000 np00000 vmn0000 nc0p000 fh np00000 vmip000 np00000 aq0000 np00000 vmip000 nc0s000 sp000 np00000 vmsp000 np00000 nc0p000 vmip000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000	1	0	1
3099	np00000 np00000 np00000 np00000 np00000 np00000 np00000 vaip000 np00000 np00000 np00000	0	0	0
3100	np00000 np00000 np00000 cc np00000 np00000 np00000 np00000 vmsp000 nc0s000 sp000 np00000 np00000 np00000 np00000 fx nc0s000 np00000 fp np00000 np00000 np00000 np00000 np00000 fx np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 aq0000 vmn0000 nc0s000 np00000 np00000 fx np00000 np00000 sp000 nc0s000 nc0s000 vmip000 np00000 np00000	1	0	0
3101	np00000 vmsp000 nc0s000 vm00000 sp000 np00000 np00000 np00000 vaip000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 vmn0000 word sp000 nc0s000 np00000 np00000 vmis000 nc0p000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmis000 np00000 np00000 np00000 np00000 np00000 np00000 pd000000 np00000	0	0	0
3102	i np00000 nc0s000 word vsis000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 rg sp000 sp000 nc0s000 np00000 np00000 np00000 np00000 np00000 fh np00000 np00000 fh nc00000 z0 np00000 fh np00000 np00000 fh nc00000 nc00000 np00000 fh aq0000	1	0	1
3103	nc0s000 np00000 sp000 np00000 vmip000 np00000 np00000 np00000 sp000 np00000 np00000 np00000 vmn0000 nc0s000 aq0000 np00000	1	0	1
3104	z0 np00000 nc0s000 aq0000 aq0000 np00000 np00000 aq0000 vmsp000 np00000 aq0000 np00000 np00000 np00000 aq0000 np00000 nc0s000 fh vmn0000 np00000 nc0s000 vmn0000 word nc0s000 vmn0000 nc0p000 vmn0000 cc nc0s000 np00000 np00000	1	0	1
3105	nc0n000 np00000 aq0000 np00000 vmip000 np00000 nc0s000	0	0	0
3106	np00000 sp000 np00000 np00000 np00000 np00000 inÂ andÂ np00000 sp000 aq0000 nc0s000 aq0000 np00000 np00000 fh nc00000 fh aq0000 np00000 np00000 np00000 np00000 vmsp000 np00000 np00000 np00000 np00000 np00000 vmsp000 aq0000 hereÂ np00000 np00000	0	0	0
3107	np00000 np00000 np00000 np00000 z0 np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc0p000 rg nc0s000 aq0000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 sp000 vmn0000 vmsp000 sp000 np00000 nc0s000 aq0000 vmsp000 sp000 np00000 np00000 np00000 np00000 vmsp000 rg vm00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 nc0s000 np00000 f0	0	0	0
3108	vmis000 np00000 np00000 np00000 fp	1	0	1
3109	np00000 vmsp000 nc0s000 sp000 aq0000 sp000 np00000 nc00000 aq0000 vmn0000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 pr000000 nc0s000 np00000 vmn0000 vmn0000 nc0s000 vmn0000 vmn0000 nc0p000 nc0s000 np00000 np00000	1	0	1
3110	np00000 fh aq0000 nc0p000 np00000 np00000 np00000 np00000 vmsp000 nc00000 va00000 np00000	0	0	0
3111	nc0s000 fh aq0000 np00000 np00000 np00000 fx np00000 fh nc00000 nc00000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 aq0000 cc fx nc0p000 nc0s000 np00000 vmsp000 rg np00000 fh aq0000 np00000 np00000 np00000 np00000 fh aq0000 nc0s000 aq0000 cc nc0s000 vmsp000 np00000 nc0s000 aq0000 nc0p000	0	0	0
3112	aq0000 np00000 np00000 vmip000 np00000 sp000 aq0000 nc0s000 aq0000 vmn0000 nc0p000 np00000 fc vmip000 np00000 np00000 np00000 np00000 cc aq0000 np00000 pp000000 cc nc00000 aq0000 np00000 np00000 np00000 vmsi000 nc0s000	1	0	1
3113	np00000 np00000 np00000 np00000 np00000	0	0	0
3114	vmis000 aq0000 np00000 vmn0000 word nc0p000 word vmn0000 nc0s000 np00000 aq0000 np00000 vmis000 nc0n000 np00000 nc0s000 np00000 fx np00000 np00000 np00000 np00000 aq0000 cc fx nc0p000 np00000 nc0s000 np00000 np00000 np00000 vmip000 np00000 aq0000 nc0s000 z0 aq0000 nc0s000	1	0	1
3115	rg vmip000 np00000 vmip000 nc0s000 vsip000 vmsp000 nc0s000 np00000 np00000 np00000 fh aq0000 nc00000 np00000 np00000	1	0	0
3116	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 rg vmis000 aq0000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fh aq0000 aq0000	0	0	0
3117	va00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 vmsp000 np00000	0	0	0
3118	np00000 np00000 vmip000 np00000 np00000 np00000 np00000 vmip000 sp000 nc0s000 fat	1	0	1
3119	np00000 sp000 nc0s000 np00000 np00000 np00000 sp000 nc0s000 np00000 np00000 nc0p000 nc0p000 vmip000 np00000 np00000 np00000	0	0	0
3120	np00000 np00000 vmip000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 pd000000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmip000 nc0s000 sp000 np00000 np00000	0	0	0
3121	np00000 vmis000 np00000 np00000 np00000 np00000 np00000 vmip000 np00000 np00000 np00000 vmn0000 nc0p000 np00000 np00000 np00000 z0 pd000000 np00000 vmip000 np00000 fh np00000 fh np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 pp000000 np00000 np00000 np00000 aq0000 nc0p000 aq0000 vmip000 cc nc0s000 i np00000	0	0	0
3122	dn0000 np00000 np00000 np00000 aq0000 vmsp000 np00000 np00000 np00000 np00000 vmis000 np00000 np00000 vmsp000 rg vmif000 np00000 word aq0000 nc0s000 fg nc0s000 np00000 np00000	1	0	0
3123	nc0n000 z0 np00000 np00000 np00000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 sp000 np00000 np00000 np00000 np00000 vmis000 np00000 np00000 np00000 np00000 np00000	1	0	0
3124	np00000 np00000 np00000 np00000	1	0	0
3125	pp000000 vmis000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 nc0s000 np00000	1	0	0
3126	rg aq0000 fat np00000 np00000 np00000 nc00000 nc0s000 aq0000 nc0p000 np00000 np00000 np00000 np00000 vmip000 np00000 nc0s000 np00000 sp000 nc0s000 np00000 np00000 np00000 np00000 aq0000 sp000 nc00000 aq0000 nc0s000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000	0	0	0
3127	np00000 np00000 np00000 np00000 z0 nc00000 np00000 np00000 np00000 np00000 np00000	0	0	0
3128	nc0s000 nc0s000 nc0s000 fd sp000 np00000 vmsp000 nc0s000 np00000 aq0000 nc0s000 aq0000 nc0s000 vmn0000 np00000 np00000 np00000 np00000 nc0s000 nc0s000 nc0s000	0	0	0
3129	sp000 nc0s000 np00000 np00000 np00000 np00000 np00000 z0 nc00000 aq0000 aq0000 nc0p000 cc rg np00000 nc0s000 aq0000 np00000 np00000 fh aq0000 np00000 np00000	0	0	0
3130	np00000 np00000 vmsp000 rg np00000 vmsp000 sp000 np00000 np00000 np00000 np00000 np00000	1	0	0
3131	np00000 np00000 np00000 np00000 aq0000 np00000 nc0s000 vm00000 di0000 word aq0000 np00000 np00000 np00000 np00000 aq0000 np00000	0	0	0
3132	np00000 w nc0s000 rg np00000 aq0000 nc0s000 np00000 nc0n000 np00000 np00000 fx np00000 nc00000 pp000000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
3133	np00000 np00000 np00000 np00000 vmsp000 vmsp000 nc0p000	0	0	0
3134	np00000 np00000 np00000 np00000 aq0000 vmn0000 nc0s000 cc nc0s000 np00000 vmis000 nc0s000 cc nc0s000 np00000 np00000	1	0	0
3135	np00000 np00000 np00000 vmsi000 np00000 nc0p000 np00000 np00000 nc0s000 aq0000 vmn0000 np00000 np00000 np00000 np00000 fh aq0000 np00000 np00000 aq0000 aq0000 pd000000 nc0s000 cc nc0s000 aq0000 np00000 np00000 vmn0000 nc0p000 fit	1	0	0
3136	rg np00000 np00000 vmsp000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 aq0000 nc0s000 np00000	0	0	0
3137	np00000 vmip000 np00000 aq0000 np00000 np00000 w np00000 np00000 np00000 np00000 w np00000 np00000 np00000 fh nc0p000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 Campaign, np00000	0	0	0
3138	np00000 np00000 np00000 np00000 np00000 fh aq0000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmif000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000	1	0	1
3139	vmmp000 np00000 vaip000 nc0s000 np00000 aq0000 np00000 vmis000 nc0s000 np00000 np00000 dn0000 zm np00000 nc0s000 aq0000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
3140	np00000 np00000 np00000 vmsp000 da0000 nc0s000 nc0n000 vmn0000 nc00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmip000 np00000 np00000 nc0s000 np00000 fx np00000 np00000 vmis000 np00000 np00000 nc0s000 np00000 np00000 np00000 sp000 nc0s000 vmis000 np00000 np00000 np00000 np00000 vmsp000 nc00000 rg aq0000 np00000 np00000	1	0	0
3141	np00000 vmip000 np00000 nc0s000 np00000 pp000000 np00000 np00000 np00000 np00000 np00000 fh aq0000 z0 np00000 fh aq0000 vm00000 sp000 nc0s000 np00000 np00000 aq0000 rg aq0000 vmis000 np00000 nc0s000 cc nc0s000 pp000000 np00000 np00000 vmsp000 vmsp000 np00000 np00000	0	0	0
3142	np00000 np00000 nc00000 nc0n000 np00000 np00000 np00000 np00000 z0 z0	0	0	0
3143	vmip000	0	0	0
3144	pd000000 pp000000 vmic000 np00000 np00000 vmsp000 nc0p000 vmn0000 nc00000 aq0000 fat	1	0	0
3145	np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc00000 nc00000 np00000	0	0	0
3146	pd000000 vmip000 vmn0000 nc0s000 vmn0000 nc0s000 np00000 z0 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 fh np00000 fh np00000	1	0	1
3147	np00000 np00000 np00000 np00000 np00000 fh aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fh nc00000 fh aq0000 np00000	1	0	0
3148	np00000 np00000 np00000 np00000 fh np00000 fh np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 np00000 np00000 np00000 vmsp000 nc0s000 vmip000 sp000 nc0s000 nc0s000 np00000 np00000 np00000 nc0s000 nc0s000	0	0	0
3149	i np00000 sp000 np00000 np00000 vmip000 np00000 nc0s000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 aq0000 np00000 nc0s000 np00000 aq0000 di0000 nc0p000	1	0	0
3150	np00000 np00000 sp000 np00000 np00000	0	0	0
3151	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 z0 np00000	0	0	0
3152	np00000 nc0p000 rg vm00000 sp000 da0000 nc0p000 aq0000 rg aq0000 fat np00000 np00000 vmip000 np00000 nc0s000 np00000 sp000 nc0s000 np00000 np00000 np00000 np00000 aq0000 nc0n000 np00000 vmsp000 aq0000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 z0 np00000	0	0	0
3153	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 pp000000 nc00000 nc0p000 cc rg aq0000	1	0	1
3154	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fh nc00000 fh aq0000 vmis000 nc0p000 nc00000 np00000 np00000 np00000 vsis000 np00000 np00000 np00000 np00000 np00000 sp000 aq0000 sp000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	0
3155	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fs np00000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	1
3156	np00000 nc0p000 nc0n000 np00000 np00000 np00000 np00000 fg np00000 vmn0000 nc0p000 np00000 np00000 np00000 fg aq0000 np00000 np00000 fg	0	0	0
3157	np00000 np00000	0	0	0
3158	np00000 np00000 np00000 vmis000 nc0s000 aq0000 vmsp000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc00000 np00000 np00000	0	0	0
3159	np00000 np00000 np00000 vmsp000 nc00000 np00000	0	0	0
3160	np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 vmn0000 np00000 aq0000 vmn0000 nc0s000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000	1	0	1
3161	np00000 np00000 np00000 np00000 nc00000 np00000 pd000000 nc0s000 vmip000 sp000 nc0s000 nc0s000 np00000 nc0s000 np00000 vmsp000 np00000 np00000 np00000	0	0	0
3162	np00000 np00000 np00000 np00000 nc0p000 z0 np00000 np00000 z0 zm aq0000 np00000	0	0	0
3163	vmm0000 nc0s000 nc0s000 np00000 np00000 pp000000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vaip000 fh nc0s000 vmip000 aq0000 np00000 np00000 np00000 nc0s000 cc nc0s000 da0000 nc0p000 aq0000 nc0n000 np00000 np00000 sp000 nc0s000 np00000 np00000 np00000 fh aq0000 nc0p000	1	0	1
3164	vmm0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0p000 aq0000 vmn0000 nc0s000 sp000 np00000 np00000 vmm0000 aq0000 nc0s000 aq0000 nc0n000 aq0000 nc0p000 np00000 np00000 np00000 np00000	0	0	0
3165	np00000 pp000000 aq0000 np00000 np00000 np00000 np00000	0	0	0
3166	z0 fc z0 fc z0 np00000 fc z0 fc z0 fc z0 fc z0 fc z0 fc z0 fc z0 fc z0 fc cc z0 nc0p000	1	0	1
3167	np00000 np00000 np00000 np00000 np00000 z0 vm00000 np00000 np00000 z0 np00000 aq0000 np00000 np00000 np00000 np00000 np00000	1	0	1
3168	np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
3169	np00000 np00000 np00000 nc00000 np00000 np00000 np00000 np00000 aq0000 np00000 vmsp000 np00000 nc00000	0	0	0
3170	np00000 np00000 nc0s000 nc0p000 vmip000 nc0s000 cc aq0000 np00000 np00000 vmip000 nc0s000 aq0000	0	0	0
3171	np00000 np00000 aq0000 vmn0000 aq0000 nc0s000 aq0000 np00000 np00000 np00000	0	0	0
3172	np00000 np00000 aq0000 nc0s000 np00000 cc fx np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc00000 np00000 np00000 ao0000 fh np00000 np00000 rg vmip000 da0000 np00000 np00000 np00000 np00000 np00000 vmsp000 rg np00000 cc fx np00000 vmsp000 da0000 np00000 np00000 np00000	1	0	1
3173	pd000000 vmip000 np00000 vaip000 nc0p000 pr000000 sp000 nc0s000 vmsp000 nc0s000 cc nc00000 nc0s000 np00000 vaip000 vmip000 nc0s000 sp000 vmn0000 vmsp000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmip000 nc0s000 sp000 nc0p000 aq0000 vsip000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 vmsp000 np00000 nc0s000	0	0	0
3174	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
3175	np00000 np00000 np00000 np00000 np00000 vmsp000 vmip000 da0000 nc0s000 np00000 np00000 np00000 np00000 nc0s000 np00000 vmn0000 nc0s000 np00000 sp000 np00000 np00000 aq0000 z0 nc0p000 cc nc00000 aq0000	0	0	0
3176	np00000 np00000 np00000 np00000 nc0s000 np00000 pr000000 vmip000 nc0s000 vmn0000 aq0000 nc0p000 nc0s000 np00000 np00000 np00000 nc0s000 nc0s000 aq0000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	0
3177	np00000 np00000 np00000 np00000 nc00000 np00000 np00000 fh nc00000 cc nc00000 da0000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmip000 np00000 np00000	1	0	0
3178	np00000 vmis000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 pp000000 vmm0000 nc0s000 vmn0000 nc0s000 np00000 np00000 vm00000 sp000 np00000 np00000 np00000 aq0000 vmsp000 nc00000 nc00000 va00000 vmn0000 da0000 aq0000 nc0s000 np00000 nc00000 nc00000 nc00000 np00000 aq0000 vmn0000 np00000 np00000 vmsp000 vm00000 aq0000 fh np00000 fh np00000 nc0s000 np00000 pd000000 np00000	1	0	1
3179	np00000 np00000 np00000 np00000 pn000000 np00000 np00000 np00000 np00000 vmsp000 rg da0000 np00000 np00000 np00000 nc00000 va00000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 vmsp000 nc0p000 aq0000 vmsp000 np00000 np00000 np00000 np00000 np00000 np00000 vmm0000 aq0000 fp dd0000	1	0	0
3180	np00000 np00000 np00000 np00000 np00000 cc np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	1
3181	sp000 aq0000 nc0s000 np00000 np00000 nc00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 z0 vmis000 np00000 nc0s000 nc0s000 rg aq0000 nc0s000 cc nc0s000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 z0 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	1
3182	np00000 np00000 np00000 vmsp000 vmis000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 fg aq0000 np00000 np00000 fg	1	0	0
3183	np00000 vmip000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 np00000 np00000 np00000 vsis000 nc0p000 aq0000 vmip000 nc0s000 sp000 vmn0000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 aq0000 nc0s000 vmip000 nc0s000 aq0000 nc0s000 nc0s000 cc z0 nc0p000 np00000 np00000	1	0	0
3184	np00000 fg np00000 np00000 np00000 np00000 np00000 aq0000 vmsp000 vmsp000 nc0s000 sp000 np00000 np00000 vmsp000 z0 nc0p000	0	0	0
3185	np00000 np00000 np00000 vmip000 np00000 np00000 nc00000 aq0000 np00000 np00000 np00000 sp000 vmn0000 vmm0000 np00000 np00000 np00000	0	0	0
3186	np00000 z0 nc0p000 nc0s000 vaip000 aq0000 nc0s000 z0 word vsis000 aq0000 vmsp000 nc0s000 word	0	0	0
3187	nc0s000 fh np00000 np00000 nc0p000 np00000 np00000 np00000 np00000 dn0000 nc0s000 np00000 np00000 fh aq0000 nc0s000 nc0p000 vmn0000 sp000 nc0s000 vmm0000 sp000 aq0000 word nc0s000 aq0000 np00000 np00000 nc0s000 np00000 nc0s000 aq0000 np00000 cc nc0s000 np00000 np00000	1	0	0
3188	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc0p000 aq0000 np00000 nc00000 va00000 nc0s000 np00000 np00000	0	0	0
3189	pp000000 vmip000 nc00000 sp000 nc0s000 np00000 vmsp000 np00000 nc0s000 np00000 np00000 np00000 aq0000 nc0s000 nc0s000 aq0000 np00000 np00000 np00000 np00000 nc0s000 aq0000 nc0n000 nc0n000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
3190	np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 nc0s000 np00000 vmsp000 nc0s000 np00000 fp dd0000 np00000 np00000 np00000 np00000 vmsp000 nc0s000 np00000 pd000000 np00000 np00000	0	0	0
3191	fd np00000 np00000 sp000 np00000 np00000 np00000 np00000 np00000 z0 fs	0	0	0
3192	vaic000 np00000 fh aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmm0000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	0
3193	i nc0s000 aq0000 nc0p000 aq0000 aq0000 np00000 np00000 np00000	0	0	0
3194	vmis000 nc0n000 nc0s000 np00000 pd000000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 nc0p000 np00000 np00000 np00000 vm00000 np00000 np00000 np00000 np00000 fh nc00000 nc00000 nc00000 nc00000	0	0	0
3195	np00000 vmip000 nc0s000 aq0000 vmsp000 vmn0000 nc00000 vaip000 sp000 nc0s000 np00000 np00000 np00000 np00000 np00000 vmsp000 aq0000 aq0000 vmsp000 vmsp000 da0000 vmip000 np00000	0	0	0
3196	vmsp000 cc cc nc0s000 vmip000 nc0s000 cc nc0p000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	1	0	1
3197	np00000 sp000 np00000 np00000 np00000 aq0000 da0000 np00000 vmip000 sp000 aq0000 nc0s000 np00000 sp000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc0s000 np00000 vmn0000 aq0000 np00000	1	1	0
3198	np00000 np00000 np00000 np00000 fh np00000 fh rg aq0000 vsis000 nc0s000 np00000 word vsis000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 dn0000 np00000 np00000 np00000 np00000 np00000	0	0	0
3199	np00000 vmip000 nc0s000 np00000 np00000 np00000 vmip000 np00000 np00000 aq0000 nc0p000 aq0000 dt0000 nc0s000 cc z0 nc0p000	1	0	1
3200	np00000 vmip000 nc0p000 np00000 vaip000 sp000 np00000 np00000 nc0s000 np00000 np00000	0	0	0
3201	pd000000 vmip000 vmn0000 sp000 nc0s000 nc0s000 np00000 np00000 nc0p000 vmsp000 np00000	0	0	0
3202	np00000 np00000 np00000 vmip000 np00000 aq0000 np00000 np00000 np00000 nc0p000 np00000 np00000 fg np00000	0	0	0
3203	aq0000 np00000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmn0000 nc0p000 aq0000 np00000 np00000 np00000 np00000 aq0000 nc0s000 aq0000 np00000 vmn0000 nc0s000 nc0s000	0	0	0
3204	np00000 np00000 np00000 np00000 vmip000 np00000 nc0s000 aq0000 np00000 nc0n000 np00000 np00000 np00000 np00000	1	0	0
3205	np00000 np00000 z0 np00000 np00000 np00000 np00000 vmp0000 np00000	0	0	0
3206	np00000 aq0000 fg np00000 vaip000 vmp0000 nc0s000 np00000 np00000 np00000 vmsp000 np00000 np00000 np00000 aq0000 nc0s000 aq0000 np00000 fg nc0s000 np00000 np00000 z0 nc00000 pd000000 vmip000 da0000 nc00000 np00000	0	0	0
3207	vmm0000 da0000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vm00000 np00000 np00000 np00000 nc0s000 nc00000 sp000 z0 np00000 z0 np00000 np00000 np00000 aq0000 np00000 np00000	0	0	0
3208	np00000 np00000 np00000 vmis000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 pp000000 nc00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 ŸŽ np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmis000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc0s000 np00000 np00000 fx np00000 np00000 np00000	1	0	0
3209	np00000 np00000 np00000 nc0s000 aq0000 vmsp000 np00000 np00000 np00000 np00000 aq0000 aq0000 np00000 np00000 vmif000 nc00000 cc nc0s000 nc0p000 np00000 np00000 np00000 vm00000 word nc0s000 np00000	1	0	0
3210	np00000 nc0p000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000	0	0	0
3211	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmn0000 rg nc0p000 cc nc0s000 vmsp000 vmsp000 np00000 sp000 np00000 np00000 np00000 np00000 np00000 aq0000 nc0p000 aq0000 np00000 np00000 np00000 np00000 vmip000 np00000	0	0	0
3212	vmis000 aq0000 nc00000 aq0000 np00000 nc0s000 np00000 np00000 np00000 np00000	0	0	0
3213	aq0000 np00000 nc0p000 aq0000 np00000 np00000 aq0000 fh aq0000 nc0s000 np00000 np00000 vmsp000 nc0s000 np00000 np00000 np00000	0	0	0
3214	np00000 np00000 np00000 np00000 sp000 np00000 np00000 np00000 fp np00000 sp000 nc0s000 vmis000 sp000 np00000 np00000 np00000 np00000 aq0000 cc nc0s000 aq0000 np00000 nc0s000 nc0p000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 nc0n000 np00000 np00000 np00000	0	0	0
3215	nc0n000 np00000 vmif000 sp000 da0000 np00000 z0 vm00000 di0000 nc0s000	0	0	0
3216	va00000 pp000000 np00000 np00000 sp000 aq0000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
